word,UR,item_type,condition,pattern,file_name
wajje_token,wajje,HAo,glide,AH,wajje_token_raw.npy
wajje_token,wajje,HAo,glide,SG,wajje_token_raw.npy
wajjo_token,wajjo,HAo,glide,AH,wajjo_token_raw.npy
wajjo_token,wajjo,HAo,glide,SG,wajjo_token_raw.npy
wewwa_token,wewwa,HAo,glide,AH,wewwa_token_raw.npy
wewwa_token,wewwa,HAo,glide,SG,wewwa_token_raw.npy
wewwe_token,wewwe,HAo,glide,AH,wewwe_token_raw.npy
wewwe_token,wewwe,HAo,glide,SG,wewwe_token_raw.npy
wewwo_token,wewwo,HAo,glide,AH,wewwo_token_raw.npy
wewwo_token,wewwo,HAo,glide,SG,wewwo_token_raw.npy
wewja_token,wewja,HAo,glide,AH,wewja_token_raw.npy
wewja_token,wewja,HAo,glide,SG,wewja_token_raw.npy
wewje_token,wewje,HAo,glide,AH,wewje_token_raw.npy
wewje_token,wewje,HAo,glide,SG,wewje_token_raw.npy
wewjo_token,wewjo,HAo,glide,AH,wewjo_token_raw.npy
wewjo_token,wewjo,HAo,glide,SG,wewjo_token_raw.npy
wejwa_token,wejwa,HAo,glide,AH,wejwa_token_raw.npy
wejwa_token,wejwa,HAo,glide,SG,wejwa_token_raw.npy
wejwe_token,wejwe,HAo,glide,AH,wejwe_token_raw.npy
wejwe_token,wejwe,HAo,glide,SG,wejwe_token_raw.npy
wejwo_token,wejwo,HAo,glide,AH,wejwo_token_raw.npy
wejwo_token,wejwo,HAo,glide,SG,wejwo_token_raw.npy
wejja_token,wejja,HAo,glide,AH,wejja_token_raw.npy
wejja_token,wejja,HAo,glide,SG,wejja_token_raw.npy
wejje_token,wejje,HAo,glide,AH,wejje_token_raw.npy
wejje_token,wejje,HAo,glide,SG,wejje_token_raw.npy
wejjo_token,wejjo,HAo,glide,AH,wejjo_token_raw.npy
wejjo_token,wejjo,HAo,glide,SG,wejjo_token_raw.npy
wowwa_token,wowwa,HAo,glide,AH,wowwa_token_raw.npy
wowwa_token,wowwa,HAo,glide,SG,wowwa_token_raw.npy
wowwe_token,wowwe,HAo,glide,AH,wowwe_token_raw.npy
wowwe_token,wowwe,HAo,glide,SG,wowwe_token_raw.npy
wowwo_token,wowwo,HAo,glide,AH,wowwo_token_raw.npy
wowwo_token,wowwo,HAo,glide,SG,wowwo_token_raw.npy
wowja_token,wowja,HAo,glide,AH,wowja_token_raw.npy
wowja_token,wowja,HAo,glide,SG,wowja_token_raw.npy
wowje_token,wowje,HAo,glide,AH,wowje_token_raw.npy
wowje_token,wowje,HAo,glide,SG,wowje_token_raw.npy
wowjo_token,wowjo,HAo,glide,AH,wowjo_token_raw.npy
wowjo_token,wowjo,HAo,glide,SG,wowjo_token_raw.npy
wojwa_token,wojwa,HAo,glide,AH,wojwa_token_raw.npy
wojwa_token,wojwa,HAo,glide,SG,wojwa_token_raw.npy
wojwe_token,wojwe,HAo,glide,AH,wojwe_token_raw.npy
wojwe_token,wojwe,HAo,glide,SG,wojwe_token_raw.npy
wojwo_token,wojwo,HAo,glide,AH,wojwo_token_raw.npy
wojwo_token,wojwo,HAo,glide,SG,wojwo_token_raw.npy
wojja_token,wojja,HAo,glide,AH,wojja_token_raw.npy
wojja_token,wojja,HAo,glide,SG,wojja_token_raw.npy
wojje_token,wojje,HAo,glide,AH,wojje_token_raw.npy
wojje_token,wojje,HAo,glide,SG,wojje_token_raw.npy
wojjo_token,wojjo,HAo,glide,AH,wojjo_token_raw.npy
wojjo_token,wojjo,HAo,glide,SG,wojjo_token_raw.npy
jawwa_token,jawwa,HAo,glide,AH,jawwa_token_raw.npy
jawwa_token,jawwa,HAo,glide,SG,jawwa_token_raw.npy
jawwe_token,jawwe,HAo,glide,AH,jawwe_token_raw.npy
jawwe_token,jawwe,HAo,glide,SG,jawwe_token_raw.npy
jawwo_token,jawwo,HAo,glide,AH,jawwo_token_raw.npy
jawwo_token,jawwo,HAo,glide,SG,jawwo_token_raw.npy
jawja_token,jawja,HAo,glide,AH,jawja_token_raw.npy
jawja_token,jawja,HAo,glide,SG,jawja_token_raw.npy
jawje_token,jawje,HAo,glide,AH,jawje_token_raw.npy
jawje_token,jawje,HAo,glide,SG,jawje_token_raw.npy
jawjo_token,jawjo,HAo,glide,AH,jawjo_token_raw.npy
jawjo_token,jawjo,HAo,glide,SG,jawjo_token_raw.npy
jajwa_token,jajwa,HAo,glide,AH,jajwa_token_raw.npy
jajwa_token,jajwa,HAo,glide,SG,jajwa_token_raw.npy
jajwe_token,jajwe,HAo,glide,AH,jajwe_token_raw.npy
jajwe_token,jajwe,HAo,glide,SG,jajwe_token_raw.npy
jajwo_token,jajwo,HAo,glide,AH,jajwo_token_raw.npy
jajwo_token,jajwo,HAo,glide,SG,jajwo_token_raw.npy
jajja_token,jajja,HAo,glide,AH,jajja_token_raw.npy
jajja_token,jajja,HAo,glide,SG,jajja_token_raw.npy
jajje_token,jajje,HAo,glide,AH,jajje_token_raw.npy
jajje_token,jajje,HAo,glide,SG,jajje_token_raw.npy
jajjo_token,jajjo,HAo,glide,AH,jajjo_token_raw.npy
jajjo_token,jajjo,HAo,glide,SG,jajjo_token_raw.npy
jewwa_token,jewwa,HAo,glide,AH,jewwa_token_raw.npy
jewwa_token,jewwa,HAo,glide,SG,jewwa_token_raw.npy
jewwe_token,jewwe,HAo,glide,AH,jewwe_token_raw.npy
jewwe_token,jewwe,HAo,glide,SG,jewwe_token_raw.npy
jewwo_token,jewwo,HAo,glide,AH,jewwo_token_raw.npy
jewwo_token,jewwo,HAo,glide,SG,jewwo_token_raw.npy
jewja_token,jewja,HAo,glide,AH,jewja_token_raw.npy
jewja_token,jewja,HAo,glide,SG,jewja_token_raw.npy
jewje_token,jewje,HAo,glide,AH,jewje_token_raw.npy
jewje_token,jewje,HAo,glide,SG,jewje_token_raw.npy
jewjo_token,jewjo,HAo,glide,AH,jewjo_token_raw.npy
jewjo_token,jewjo,HAo,glide,SG,jewjo_token_raw.npy
jejwa_token,jejwa,HAo,glide,AH,jejwa_token_raw.npy
jejwa_token,jejwa,HAo,glide,SG,jejwa_token_raw.npy
jejwe_token,jejwe,HAo,glide,AH,jejwe_token_raw.npy
jejwe_token,jejwe,HAo,glide,SG,jejwe_token_raw.npy
jejwo_token,jejwo,HAo,glide,AH,jejwo_token_raw.npy
jejwo_token,jejwo,HAo,glide,SG,jejwo_token_raw.npy
jejja_token,jejja,HAo,glide,AH,jejja_token_raw.npy
jejja_token,jejja,HAo,glide,SG,jejja_token_raw.npy
jejje_token,jejje,HAo,glide,AH,jejje_token_raw.npy
jejje_token,jejje,HAo,glide,SG,jejje_token_raw.npy
jejjo_token,jejjo,HAo,glide,AH,jejjo_token_raw.npy
jejjo_token,jejjo,HAo,glide,SG,jejjo_token_raw.npy
jowwa_token,jowwa,HAo,glide,AH,jowwa_token_raw.npy
jowwa_token,jowwa,HAo,glide,SG,jowwa_token_raw.npy
jowwe_token,jowwe,HAo,glide,AH,jowwe_token_raw.npy
jowwe_token,jowwe,HAo,glide,SG,jowwe_token_raw.npy
jowwo_token,jowwo,HAo,glide,AH,jowwo_token_raw.npy
jowwo_token,jowwo,HAo,glide,SG,jowwo_token_raw.npy
jowja_token,jowja,HAo,glide,AH,jowja_token_raw.npy
jowja_token,jowja,HAo,glide,SG,jowja_token_raw.npy
